judgment_id,query_id,query,type,image_id,image_path,source_systems,best_rank,ranks_by_system,max_score,matched_keywords,detected_objects,brightness,contrast,saturation,warmth,relevance,confidence,comment
q006__DWGBY2Wuqeo,Q006,food photography with warm light,semantic_text,DWGBY2Wuqeo,data\unsplash-lite\images\DWGBY2Wuqeo.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.292111,apple;durian;food;food and drink;fruit;glass;goblet;plant;pomegranate;produce,apple;cake;knife,0.098577,0.184320,0.512001,0.491695,1,high,not warm
q006__bL6VgDDsS8M,Q006,food photography with warm light,semantic_text,bL6VgDDsS8M,data\unsplash-lite\images\bL6VgDDsS8M.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.439075,blade;durian;food;food and drink;fruit;knife;plant;pomegranate;produce;weapon;weaponry,bowl;dining table;knife,0.264934,0.132403,0.912220,0.774095,1,medium,not warm
q006__OSwea3yxjT0,Q006,food photography with warm light,semantic_text,OSwea3yxjT0,data\unsplash-lite\images\OSwea3yxjT0.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.290056,alcohol;beverage;birthday cake;cake;cocktail;cooking;cream;creme;dessert;dinner;drink;flora;flower;food;food and drinks;food flatlay;green;green cake;greenery;healthy cake;healthy dessert;herbs;ice tea;icing;jar;juice;meal;mint;mojito;peach;peach ice tea;plant;planter;plating;pomegranate;potted plant;pottery;spinach cake;supper;torte;vase,cake;cup,0.289838,0.211504,0.389711,0.464666,1,medium,not warm
q006__mNOaXIjJkok,Q006,food photography with warm light,semantic_text,mNOaXIjJkok,data\unsplash-lite\images\mNOaXIjJkok.jpg,faiss_style_rerank,3,faiss_style_rerank:3,0.435761,beverage;citrus fruit;drink;food;fruit;lemon;lemonade;plant;sliced,orange,0.743914,0.068891,0.614598,0.780004,2,high,
q006__fSoJ_Kj59zs,Q006,food photography with warm light,semantic_text,fSoJ_Kj59zs,data\unsplash-lite\images\fSoJ_Kj59zs.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.280322,camera;camera lens;digital camera;electronics;lens;pentax;reflection;tripod;tulips;video camera,banana;toothbrush;traffic light,0.585963,0.338848,0.254336,0.543772,0,high,no food at all
q006__fsgxO2RyufU,Q006,food photography with warm light,semantic_text,fsgxO2RyufU,data\unsplash-lite\images\fsgxO2RyufU.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.424752,35mm;ae-1;beach;brown leather;camera;coast;countryside;decor;digital camera;electronics;feeling;field;film;food;forest;hay;k1000;me;nature;needles;noodle;ocean;outdoors;pasta;pentax;pines;plywood;quiet;sea;shoreline;soft;strap;straw;super;vermicelli;video camera;vintage;water;wood,,0.434926,0.194088,0.723314,0.705456,0,high,no food
q006__CJt2bK6SEs8,Q006,food photography with warm light,semantic_text,CJt2bK6SEs8,data\unsplash-lite\images\CJt2bK6SEs8.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:5|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.280109,art;blossom;cream;creme;cutlery;dessert;floral design;flower;flower arrangement;food;fork;furniture;graphics;herbs;ikebana;jar;meal;ornament;pattern;petal;plant;planter;porcelain;potted plant;pottery;saucer;spoon;tabletop;vase;wooden spoon,,0.867086,0.078946,0.029859,0.500099,2,medium,
q006__p00aJ8BUOC4,Q006,food photography with warm light,semantic_text,p00aJ8BUOC4,data\unsplash-lite\images\p00aJ8BUOC4.jpg,faiss_style_rerank,5,faiss_style_rerank:5,0.423246,beverage;citrus;citrus fruit;confectionery;dreamy;drink;food;fruit;fuzzy;grapefruit;hazy;juice;lemon;lemonade;lemons;lime;orange;oranges;pink;plant;plums;produce;silk;soft;strawberry;sweets;wellness,bowl;dining table;orange,0.727482,0.122684,0.456816,0.705295,2,high,
q006__4qrZNRrtFg,Q006,food photography with warm light,semantic_text,_4qrZNRrtFg,data\unsplash-lite\images\_4qrZNRrtFg.jpg,faiss_style_rerank,6,faiss_style_rerank:6,0.403152,apple;cutlery;dish;food;food and drink;fork;fruit;glass;human;meal;pear;person;plant,dining table;fork;pizza,0.512534,0.187303,0.480018,0.639348,2,high,
q006__mqUprKkFwt8,Q006,food photography with warm light,semantic_text,mqUprKkFwt8,data\unsplash-lite\images\mqUprKkFwt8.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.279061,artistic;asteraceae;autumn;background;bloom;blossom;close;coil;dahlia;dandelion;dramatic;fall;fire;flame;flower;hd;human;laowa;light;lighting;macro;nature;person;petal;photo;photography;plant;pollen;sony;spiral;spring;treasure flower;wallpaper;warm;yellow,,0.177806,0.079232,0.307477,0.528876,0,high,dark photo with no food
q006__32KY5byUI-Q,Q006,food photography with warm light,semantic_text,32KY5byUI-Q,data\unsplash-lite\images\32KY5byUI-Q.jpg,faiss_style_rerank,7,faiss_style_rerank:7,0.401368,aesthetic;alphabet;aluminium;bakery;beige;biscuit;book;bread;cake;chocolate;citrus fruit;confectionery;cookie;cracker;cream;creme;dessert;dry flowers;fire;flame;flower;food;food and drink;fruit;glass;golden hours;grapefruit;paper;passion fruit;pastry;pie;plant;poetic;pretzel;produce;raspberry;reader;shop;sun shadow;sweets;text;wellness;wood,book,0.427546,0.230338,0.461484,0.588919,2,high,
q006__l_N2bTafHgo,Q006,food photography with warm light,semantic_text,l_N2bTafHgo,data\unsplash-lite\images\l_N2bTafHgo.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.278658,cutlery;dish;food;fruit;grain;home decor;human;linen;meal;person;plant;pomegranate;produce;seed;spoon;vegetable,donut,0.165182,0.189863,0.492997,0.492338,1,high,not warm
q006__4pu6eE0ABSk,Q006,food photography with warm light,semantic_text,4pu6eE0ABSk,data\unsplash-lite\images\4pu6eE0ABSk.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.278129,art;blossom;bonsai;flower;flower arrangement;flower bouquet;food and drink;furniture;glass;goblet;herbal;herbs;ikebana;jar;leaf;mimosa;mint;ornament;parsley;plant;planter;pot;potted plant;pottery;tabletop;tree;vase;veins,dining table;potted plant;vase,0.133190,0.101204,0.282266,0.491835,1,high,not warm
q006__Z0zTskmGBDg,Q006,food photography with warm light,semantic_text,Z0zTskmGBDg,data\unsplash-lite\images\Z0zTskmGBDg.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.400959,citrus fruit;food;fruit;grapefruit;human;lemon;orange;person;plant;pomelo;produce,orange;person,0.500032,0.099330,0.434592,0.623545,2,high,
q006__lAViggylkew,Q006,food photography with warm light,semantic_text,lAViggylkew,data\unsplash-lite\images\lAViggylkew.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.276660,art;bar counter;bowl;dish;food;food and drink;fruit;meal;peach;plant;platter;porcelain;pottery;pub;raspberry;saucer;strawberry,bowl;dining table,0.520086,0.311647,0.294990,0.455964,2,medium,not warm
q006__DL6-AbPHoQs,Q006,food photography with warm light,semantic_text,DL6-AbPHoQs,data\unsplash-lite\images\DL6-AbPHoQs.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.398372,alcohol;beverage;bottle;citrus fruit;cutlery;drink;food;fruit;glass;grapefruit;ice;juice;lemon;lemonade;nature;orange;orange juice;outdoors;peel;plant;pop bottle;produce;soda;spoon;wood,cup;orange,0.341770,0.252622,0.357052,0.574042,2,high,
q006__HLBki_64qNY,Q006,food photography with warm light,semantic_text,HLBki_64qNY,data\unsplash-lite\images\HLBki_64qNY.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.275064,apple;bread;food;food and drink;fruit;grapes;plant;plum;produce;vegetable,bowl;dining table;knife,0.229262,0.188182,0.354284,0.504969,2,medium,
q007__jQ4KKtB9_n4,Q007,quiet city street at dawn,semantic_text,jQ4KKtB9_n4,data\unsplash-lite\images\jQ4KKtB9_n4.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|faiss_style_rerank:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.279442,architecture;asphalt;blizzard;building;city;countryside;flare;fog;freeway;headlight;highway;intersection;landscape;light;lighting;metropolis;mist;nature;neighborhood;night;outdoors;path;pedestrian;road;rural;scenery;shelter;sky;snow;spire;steeple;storm;street;sunrise;tarmac;tower;town;urban;weather;winter,car,0.224368,0.111423,0.359684,0.474057,2,low,not a dawn
q007__5IVa9hrd9x4,Q007,quiet city street at dawn,semantic_text,5IVa9hrd9x4,data\unsplash-lite\images\5IVa9hrd9x4.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|faiss_style_rerank:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.277654,architecture;asphalt;automobile;background;building;car;city;club;cold;corridor;dark;downtown;editorial;featured;flare;flooring;freeway;glitter;gloomy;glow;high rise;laser;light;lighting;lights;metropolis;neon;new;night;night life;office building;orton effect;pattern;purple;rain;rainy;reflection;road;street;tarmac;town;transportation;urban;vehicle;wallpaper;winter,,0.138268,0.148278,0.747725,0.438585,1,medium,not a dawn
q007__jlb0nJeVT30,Q007,quiet city street at dawn,semantic_text,jlb0nJeVT30,data\unsplash-lite\images\jlb0nJeVT30.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|faiss_style_rerank:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.276710,asphalt;flare;guitar;headlight;leisure activities;light;lighting;musical instrument;silhouette;sunlight;tarmac,,0.309548,0.284898,0.287027,0.515006,1,medium,
q007__uHsQou9tWTQ,Q007,quiet city street at dawn,semantic_text,uHsQou9tWTQ,data\unsplash-lite\images\uHsQou9tWTQ.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|faiss_style_rerank:4|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.274607,alley;alleyway;asphalt;automobile;building;car;city;metropolis;puddle;road;street;tarmac;town;transportation;urban;vehicle,car,0.262649,0.183554,0.425186,0.452860,2,medium,
q007__el8wSmniCjE,Q007,quiet city street at dawn,semantic_text,el8wSmniCjE,data\unsplash-lite\images\el8wSmniCjE.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:5|faiss_style_rerank:5|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.274023,alloy wheel;asphalt;automobile;car;flare;fog;food;freeway;headlight;highway;intersection;lamp post;led;light;lighting;machine;meal;nature;parking;parking lot;path;pavement;road;sidewalk;smog;smoke;spoke;spotlight;tarmac;traffic jam;traffic light;transportation;vehicle;weather;wheel;zebra crossing,car;traffic light,0.237870,0.223674,0.335366,0.475204,2,low,not a dawn
q007__LpvrYs8m1Dc,Q007,quiet city street at dawn,semantic_text,LpvrYs8m1Dc,data\unsplash-lite\images\LpvrYs8m1Dc.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|faiss_style_rerank:6|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.273601,architecture;asphalt;building;city;freeway;high rise;highway;human;intersection;lamp post;office building;path;pavement;pedestrian;person;road;sidewalk;spire;steeple;tarmac;tower;town;urban;walkway;wall,car;traffic light,0.406489,0.301107,0.000000,0.500000,2,medium,
q007__0PHJAnuCDtA,Q007,quiet city street at dawn,semantic_text,0PHJAnuCDtA,data\unsplash-lite\images\0PHJAnuCDtA.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|faiss_style_rerank:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.270729,abies;animal;arecaceae;asphalt;automobile;bird;building;car;city;condo;dawn;downtown;dusk;fir;flare;freeway;highway;home decor;housing;human;intersection;light;nature;neighborhood;office building;outdoors;palm tree;path;pavement;person;plant;red sky;road;sidewalk;sky;street;suburb;sunlight;sunrise;sunset;tarmac;town;traffic light;transportation;tree;urban;vehicle;weather,car;traffic light,0.535852,0.301062,0.233121,0.516223,2,high,
q007__Fzz0YyU1vBw,Q007,quiet city street at dawn,semantic_text,Fzz0YyU1vBw,data\unsplash-lite\images\Fzz0YyU1vBw.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|faiss_style_rerank:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.269911,abstract;building;cable car;city;dark;dusk;glow;illuminated;metropolis;minneapolis;moody;motion;outdoor;path;rail;railway;scene;skyscraper;street;streetcar;subway;terminal;tower;town;traffic;train;train station;train track;tram;transportation;trolley;twilight;urban;vehicle;view,train,0.350963,0.292167,0.294757,0.467285,2,low,not a dawn
q007__xlAmGyZE7Zg,Q007,quiet city street at dawn,semantic_text,xlAmGyZE7Zg,data\unsplash-lite\images\xlAmGyZE7Zg.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|faiss_style_rerank:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.269484,asphalt;atmosphere;atmospheric phenomenon;country lane;countryside;darkness;dirt road;empty;filtered sun;flora;fog;forest;gravel;grove;land;lane;lonely;nature;night;oak;outdoors;path;plant;quaint;road;roadway;shade;shadows;street;sun ray;sunlight;sunrise;sunset;sunshine;tarmac;trail;tree;trees;vegetation,,0.197183,0.255975,0.720043,0.450990,2,high,
q007__LNLBwb0I1mE,Q007,quiet city street at dawn,semantic_text,LNLBwb0I1mE,data\unsplash-lite\images\LNLBwb0I1mE.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|faiss_style_rerank:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.269376,asphalt;automobile;backgrounds;building;car;cars;city;experimental;flare;freeway;highway;human;intersection;laser;light;lights;metropolis;night;path;pavement;person;road;sidewalk;street;stuttgart;summer;summernight;sunset;tarmac;town;transportation;urban;vehicle;wallpapers,,0.186406,0.121365,0.374707,0.529350,1,low,
q008__g58DqgOzCcM,Q008,dramatic ocean waves,semantic_text,g58DqgOzCcM,data\unsplash-lite\images\g58DqgOzCcM.jpg,faiss_style_rerank,1,faiss_style_rerank:1,0.392770,black;coast;dark;darkness;deep;dunedin;geography;geological phenomenon;landscape;nature;new zealand;ocean;outdoor;outdoors;rocks;sea;sea waves;splash;stone;surf;water;waterscape;wave;waves;white;wind wave,,0.152120,0.300737,0.253907,0.481762,2,high,
q008__s5_rlPwwads,Q008,dramatic ocean waves,semantic_text,s5_rlPwwads,data\unsplash-lite\images\s5_rlPwwads.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.319754,animal;coral reef;creek;nature;ocean;outdoors;reef;sea;sea life;sea waves;spirituality;stream;tsunami;water,,0.466714,0.199358,0.204862,0.470448,2,high,
q008__6bffWawCFcw,Q008,dramatic ocean waves,semantic_text,6bffWawCFcw,data\unsplash-lite\images\6bffWawCFcw.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.390284,banister;building;cave;coast;countryside;cove;handrail;ice;ice cave;iceland;katla ice cave;nature;ocean;outdoors;rural;sea;sea waves;shelter;shoreline;slate;water;winter,,0.337954,0.341834,0.250414,0.498587,2,high,
q008__LYycu62H2-8,Q008,dramatic ocean waves,semantic_text,LYycu62H2-8,data\unsplash-lite\images\LYycu62H2-8.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.319660,animal;coral reef;creek;nature;ocean;outdoors;reef;sea;sea life;sea waves;stream;tsunami;water,,0.466714,0.199358,0.204858,0.470452,2,high,repeated photo with s5_rlPwwads
q008__T51u7xnm91E,Q008,dramatic ocean waves,semantic_text,T51u7xnm91E,data\unsplash-lite\images\T51u7xnm91E.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.312710,aerial;aerial view;arctic ocean;background;blue;coastal and oceanic landforms;drone;drone view;geological phenomenon;glacier;green;ice;landscape;mountain;nature;ocean;outdoors;polar ice cap;sea;snow;wafe;wallpaper;water;water resources;wave;waves;wind wave,,0.451495,0.239966,0.366996,0.420763,2,high,
q008__o8Avj1O7e6g,Q008,dramatic ocean waves,semantic_text,o8Avj1O7e6g,data\unsplash-lite\images\o8Avj1O7e6g.jpg,faiss_style_rerank,3,faiss_style_rerank:3,0.389017,barrel;beach;blue;bubble;california;canon;cloudy;coast;experimental;landscape;nature;ocean;outdoors;reflection;scenery;sea;sea waves;sky;southern california;surf;surfing;swimming;texture;water;water housing;wave;waves;wind wave,airplane,0.570774,0.337378,0.384288,0.429008,2,high,
q008__NqCSDBB2rYI,Q008,dramatic ocean waves,semantic_text,NqCSDBB2rYI,data\unsplash-lite\images\NqCSDBB2rYI.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.388657,aerial view;beach;blue;body of water;coast;coastal and oceanic landforms;dark;glacier;hole;ice;lake;landscape;mountain;nature;ocean;outdoors;rock;scenery;sea;sea waves;shore;sky;snow;splash;sunlight;water;wave;waves;wet;wind wave,,0.454042,0.317148,0.094224,0.499504,2,high,
q008__qdGZ6IrJCP8,Q008,dramatic ocean waves,semantic_text,qdGZ6IrJCP8,data\unsplash-lite\images\qdGZ6IrJCP8.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.311345,beach;coast;extreme;glacier;ice;intense;mist;mountain;nature;ocean;outdoors;power;ripple;risk;sea;sea waves;snow;surf;surfboard;surfer;surfing;water;wave;waves;wind wave;xtreme,person,0.674208,0.220565,0.168957,0.452357,2,high,
q008__LHKLlcifxk4,Q008,dramatic ocean waves,semantic_text,LHKLlcifxk4,data\unsplash-lite\images\LHKLlcifxk4.jpg,faiss_style_rerank,5,faiss_style_rerank:5,0.384432,beach;blue;coast;force;ice;iceberg;nature;ocean;outdoors;sea;sea waves;splash;splashing;water;wave;waves;wind wave,,0.583461,0.280671,0.185945,0.435106,2,medium,
q008__zCMWw56qseM,Q008,dramatic ocean waves,semantic_text,zCMWw56qseM,data\unsplash-lite\images\zCMWw56qseM.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,5,faiss_baseline:5|faiss_style_rerank:7|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.383390,aerial;aerial view;azure;background;birds;blue;current;eye;flow;foam;landscape;motion;movement;nature;navy;ocean;outdoors;ripple;scenery;sea;sea waves;tsunami;turquoise;wallpaper;water;wave,,0.352745,0.249595,0.257368,0.450324,2,high,
q008__Ed2Fq0VXsCA,Q008,dramatic ocean waves,semantic_text,Ed2Fq0VXsCA,data\unsplash-lite\images\Ed2Fq0VXsCA.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|faiss_style_rerank:6|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.383710,aerial;beautiful;blue;body of water;coast;colorful;deep;drone;flora;form;from above;glacier;grass;ice;love;maldives;mountain;nature;ocean;outdoors;photography;plant;sea;sea waves;sky;snow;surf;tidal;tide;travel;view;water;water feature;water resources;watercourse;waterfall;wave,,0.264287,0.251544,0.490140,0.433675,2,high,
q008__qDDq3BsWzsI,Q008,dramatic ocean waves,semantic_text,qDDq3BsWzsI,data\unsplash-lite\images\qDDq3BsWzsI.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.310698,adventure;aerial view;backgrounds;beach;coast;foam;ice;lagoon;lake;landscape;leisure activities;mountain;mountain range;nature;ocean;outdoors;pattern;patterns;river;sand;scenery;sea;sea waves;shoreline;snow;texture;tsunami;wallpapers;water;wave;waves,,0.431881,0.217043,0.333324,0.421232,2,high,
q008__kD70xb1pUdg,Q008,dramatic ocean waves,semantic_text,kD70xb1pUdg,data\unsplash-lite\images\kD70xb1pUdg.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.383111,aerial view;astronomy;azure sky;backdrop;background;backgrounds;beach;blizzard;cloud;coast;coastal;computer backgrounds;cool backgrounds;cumulus;fireworks;flare;fog;freeway;full moon;hd backgrounds;hd wallpapers;highway;hurricane;ice;land;landscape;light;moon;mountain;nature;night;ocean;outdoors;outer space;piste;plant;river;road;scenery;sea;sea waves;sky;snow;space;sphere;sport;sports;storm;texture;tree;tsunami;tumblr backgrounds;universe;vertical;wallpaper;wallpapers;water;waterfall;waves;weather;wet;white;winter,,0.351082,0.285303,0.093249,0.496809,2,high,
q008__vY0o82ygEsU,Q008,dramatic ocean waves,semantic_text,vY0o82ygEsU,data\unsplash-lite\images\vY0o82ygEsU.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.308933,backgrounds;computer backgrounds;cool backgrounds;hd backgrounds;hd wallpapers;nature;ocean;outdoors;sea;sea waves;spirituality;tsunami;tumblr backgrounds;wallpapers;water,,0.181989,0.161427,0.328322,0.517383,1,medium,
q008__1Hp_6AnkWkc,Q008,dramatic ocean waves,semantic_text,1Hp_6AnkWkc,data\unsplash-lite\images\1Hp_6AnkWkc.jpg,faiss_style_rerank,9,faiss_style_rerank:9,0.383062,aerial;aerial view;azure;background;birds eye;blue;dji;foam;ice;keywords: current;landscape;mavic;mavic pro;motion;movement;nature;navy blue;ocean;outdoors;ripple;scenery;sea;sea waves;tsunami;wallpaper;water;waves;weather,,0.398939,0.297498,0.304743,0.452149,2,high,
q008__s1i4hmEtOGE,Q008,dramatic ocean waves,semantic_text,s1i4hmEtOGE,data\unsplash-lite\images\s1i4hmEtOGE.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.308933,nature;ocean;outdoors;sea;sea waves;tsunami;water,,0.181989,0.161427,0.328322,0.517383,1,medium,repeated photo
q008__hKwBa0Gltuk,Q008,dramatic ocean waves,semantic_text,hKwBa0Gltuk,data\unsplash-lite\images\hKwBa0Gltuk.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.382532,aerial view;beach;body of water;coast;coastline;drone;from above;glacier;green;ice;mountain;nature;ocean;outdoors;sand;sea;sea waves;snow;water;water feature;water resources;watercourse;waterfall;wave;white,,0.310946,0.312931,0.568444,0.442414,2,high,
q008__zfrfsvB3wNA,Q008,dramatic ocean waves,semantic_text,zfrfsvB3wNA,data\unsplash-lite\images\zfrfsvB3wNA.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.307815,animal;coral reef;nature;ocean;outdoors;reef;sea;sea life;sea waves;sport;sports;surfing;tsunami;water,,0.321657,0.171360,0.190590,0.502824,2,medium,
q009__i-vgADdh6E4,Q009,warm golden hour light,style_text,i-vgADdh6E4,data\unsplash-lite\images\i-vgADdh6E4.jpg,faiss_style_rerank,1,faiss_style_rerank:1,0.447821,abstract;afterglow;arecaceae;black;building;bush;dark;dawn;dusk;flora;horizon;housing;impressive;leaves;nature;orange;outdoors;palm tree;plant;red;red sky;silhouette;silouette;simple;sky;stunning;sunrise;sunset;tree;warm;yellow,,0.286220,0.217500,0.877959,0.766678,2,high,
q009__pv8jyM-3Ous,Q009,warm golden hour light,style_text,pv8jyM-3Ous,data\unsplash-lite\images\pv8jyM-3Ous.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.283037,backlight;blossom;branches;flower;grass;ice;lawn;leaf;light;nature;outdoors;photo;photography;plant;reed;scenery;sky;sunlight;sunset;vegetation;weed,,0.329847,0.287045,0.526248,0.592099,2,high,
q009__PDBGqiBEXrI,Q009,warm golden hour light,style_text,PDBGqiBEXrI,data\unsplash-lite\images\PDBGqiBEXrI.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.446684,arrow;art;bamboo;dawn;double exposure;dusk;experimental;flare;grass;leaf;light;madison;maple;nature;no people;orange;outdoors;plant;red sky;silhouette;sky;summer;sun;sunet;sunlight;sunrise;sunset;symbol;tenney park;tree;tropical;vegetation;vertical;weed;wisconsin;yellow,umbrella,0.466474,0.228246,0.832010,0.827366,2,high,
q009__ua2Hgb5hrvs,Q009,warm golden hour light,style_text,ua2Hgb5hrvs,data\unsplash-lite\images\ua2Hgb5hrvs.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.282963,blossom;bud;bush;christmas tree;daisies;daisy;flare;flower;food;grain;grass;lawn;light;ornament;petal;plant;pollen;produce;reed;seed;sprout;sunlight;tree;tulip;vegetable;vegetation;weed;wheat,,0.279473,0.163806,0.463519,0.586272,2,high,
q009__6oLluvKBrVs,Q009,warm golden hour light,style_text,6oLluvKBrVs,data\unsplash-lite\images\6oLluvKBrVs.jpg,faiss_style_rerank,3,faiss_style_rerank:3,0.445632,desert;dune;nature;outdoors;sand;sky;slope;soil;sunlight,,0.396500,0.210850,0.811355,0.754759,2,high,
q009__sT_AXqGV8-Q,Q009,warm golden hour light,style_text,sT_AXqGV8-Q,data\unsplash-lite\images\sT_AXqGV8-Q.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.282429,autumn;backlight;bokeh;fire;flare;forest fire;leaf;leaves;light;maple;maple leaf;natural;nature;new life;outdoors;plant;scenery;season;spring;sunlight;sunlit;tree,,0.493312,0.257344,0.444819,0.633684,2,high,
